"name","Deciduous woodland","Coniferous woodland","Arable","Improved grassland","Neutral grassland","Calacareous grassland","Acid grassland","Fen","Heather","Heather grassland","Bog","Inland rock","Saltwater","Freshwater","Supralittoral rock","Supralittoral sediment","Littoral rock","Littoral sediment","Saltmarsh","Urban","Suburban","total_ceh","surface_water_area","foreshore_area","tidal_water_area","original_bua_area","200m_buff_area","class","population_counts","long","lat","imdd_weight_av","country","lc_lu_total","Littoral sediment_1","Saltwater_1","Freshwater_1","total_cover","green","blue","grey","bgg_check","perc_green","perc_blue","perc_grey"
"Huddersfield",6858386.261,63966.63752,539960.2836,9278155.446,0,271843.8659,115890.0113,0,210565.5411,414733.5388,0,77861.86815,0,170816.1604,0,0,0,0,0,8386097.933,25917254.32,52305531.86677,597849,19,0,38960246,52903499,"inland",141675,53.64738931,-1.791560803,4.08227035,"england",52903399.86677,19,0,768665.1604,52903399.86677,17831363.45337,768684.1604,34303352.253,52903399.86677,33.7055151432155,1.45299576650239,64.8414890902821
"Humberston and New Waltham",320917.1703,0,3150618.248,2124828.803,0,0,0,13.87610296,0,0,0,0,0,2997.306533,0,0,0,320609.0977,172504.8236,1132119.369,4471019.052,11695627.746236,89484,4561,121,6634397,11789793,"estuarine",14860,53.52997817,-0.030679072,7.871765456,"england",11789793.746236,325170.0977,121,92481.306533,11789793.746236,5596364.2213,590291.10393596,5603138.421,11789793.746236,47.4678721422647,5.00679754575366,47.5253303119817
"Huntingdon",655705.288,3701.586266,1293127.101,1770720.347,199839.6549,6683.072292,63.05652131,6571.159464,0,0,0,0,0,48396.49308,0,0,0,0,0,1797615.294,5140917.106,10923340.1585233,231571,0,0,7843927,11154911,"inland",25600,52.3392336,-0.182661944,5.899569425,"england",11154911.1585233,0,0,279967.49308,11154911.1585233,3929840.10597931,286538.652544,6938532.4,11154911.1585233,35.2296853837027,2.56872195996882,62.2015926563285
"Huyton with Roby",1365260.213,0,647727.3338,53063.2483,3200689.49,0,0,0,0,0,11127.66515,0,0,3059.579842,0,0,0,0,0,2741679.731,10583290.48,18605897.741092,53937,0,0,12682256,18659935,"inland",59845,53.41684496,-2.853631222,2.773263308,"england",18659834.741092,0,0,56996.579842,18659834.741092,5266740.2851,68124.244992,13324970.211,18659834.741092,28.2250103399993,0.365084932086667,71.409904727914
"Hyde (Tameside)",1732804.419,1501.196225,128584.0769,2544793.581,1362.220031,0,50740.70737,5561.801962,0,40738.08607,500.3987006,0,0,16137.59603,0,0,0,0,0,1928242.856,5826578.322,12277545.2612886,147565,0,0,7669235,12425110,"inland",35895,53.45271151,-2.071519575,3.602610821,"england",12425110.2612886,0,0,163702.59603,12425110.2612886,4500524.286596,169764.7966926,7754821.178,12425110.2612886,36.2212020010618,1.36630414638263,62.4124938525556
"Ilkeston",1410268.488,21446.10808,857104.5871,2504226.815,0,0,0,2672.86799,22.62776969,12535.90473,0,0,0,144448.1499,0,0,0,0,0,2843854.187,6985635.954,14782215.6895697,325617,0,0,9927389,15107832,"inland",38725,52.96438184,-1.310191717,4.625365542,"england",15107832.6895697,0,0,470065.1499,15107832.6895697,4805604.53067969,472738.01789,9829490.141,15107832.6895697,31.8086957237582,3.12909222390564,65.0622120523362
"Immingham",106092.7521,0,800781.6566,783688.5214,0,0,0,76.64474652,0,0,0,0,0,4112.251683,0,0,0,0,0,479430.7576,2372697.715,4546880.29912952,28823,0,0,9690579,4575704,"estuarine",9770,53.62028548,-0.20040427,4.081736784,"england",4575703.29912952,0,0,32935.251683,4575703.29912952,1690562.9301,33011.89642952,2852128.4726,4575703.29912952,36.9465155317569,0.721460598981586,62.3320238692615
"Inverness",2664315.851,373536.1353,2429942.941,5126579.565,14314.97353,0,0,17908.97108,0,25263.4711,0,100.0381425,56.98228891,20928.33822,0,400.1458469,196421.3074,834945.5149,295380.1644,3219359.575,15081623.04,30301077.0142083,579035,12144,288480,20024133,31180744,"estuarine",82383,57.46767087,-4.223869261,5.669569983,"scotland",31180736.0142083,847089.5149,288536.98228891,599963.33822,31180736.0142083,10634052.9750725,2245700.42413581,18300982.615,31180736.0142083,34.1045604896139,7.20220466608774,58.6932348442984
"Ipswich",3713063.606,138426.4766,4208972.975,5986333.536,0,0,0,241412.1962,235619.8248,0,0,0,23.14769007,21482.41884,0,0,0,1140.468062,69495.93605,9223560.996,26780693.12,50620224.7012421,353150,165479,503317,39109148,51642159,"inland",151565,52.05653171,1.146432269,5.257754712,"england",51642170.7012421,166619.468062,503340.14769007,374632.41884,51642170.7012421,14282416.4184,1355500.16684207,36004254.116,51642170.7012421,27.656498989994,2.62479316503531,69.7187078449707
"Irvine",2862743.968,0,1063578.44,1788077.179,2700.340904,0,0,0,0,385923.2023,0,0,243.1386849,1541.80338,0,0,0,48663.30927,1018761.526,5111661.807,5234065.152,17517959.8665389,323673,129855,166694,10308670,18138181,"inland",33910,55.61974116,-4.653678284,3.623053921,"scotland",18138181.8665389,178518.30927,166937.1386849,325214.80338,18138181.8665389,6103023.130204,1689431.7773349,10345726.959,18138181.8665389,33.6473808406497,9.31422889992929,57.038390259421
"Islington",106354.0216,0,16008.3703,190408.5676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15782369.53,2574173.032,18669313.5215,68007,0,0,14444168,18750169,"inland",216000,51.54431722,-0.103500742,3.731501808,"england",18737320.5215,0,0,68007,18737320.5215,312770.9595,68007,18356542.562,18737320.5215,1.66924058934207,0.362949440513471,97.9678099701445
"Jarrow",760882.9099,0,428028.2323,343388.1838,34574.70609,0,0,300.2317736,0,700.5395782,0,0,3592.926705,994.8144845,0,1000.769575,5103.929146,2601.999585,0,4952871.949,5975719.944,12509761.1359373,29786,92135,716407,8157528,13348089,"inland",29470,54.97031174,-1.47801088,2.228519006,"england",13348089.1359373,94736.999585,719999.926705,30780.8144845,13348089.1359373,1567574.5716682,851922.6712691,10928591.893,13348089.1359373,11.7438125839885,6.38235677476451,81.873830641247
"Keighley",1567613.459,2692.070088,210414.4964,5278256.726,0,237778.6817,50404.3792,400.3183281,51007.66054,263607.287,0,1097.92366,0,41409.37838,0,0,0,0,0,3068939.881,7566583.972,18340206.2332961,270881,0,0,11221436,18611087,"inland",48750,53.86736925,-1.91209876,3.28435099,"england",18611087.2332961,0,0,312290.37838,18611087.2332961,7662872.683588,312690.6967081,10635523.853,18611087.2332961,41.1736970953463,1.68013127222724,57.1461716324265
"Kendal",951150.9709,500.3689809,430077.8853,3772386.515,260332.5178,0,33623.63336,0,0,0,0,11521.18687,0,15031.62234,0,0,0,0,0,1462640.391,5619562.206,12556827.2975509,237441,0,0,8435621,12794268,"inland",28940,54.3269875,-2.74143713,7.470666712,"england",12794268.2975509,0,0,252472.62234,12794268.2975509,5459593.0782109,252472.62234,7082202.597,12794268.2975509,42.6721790667465,1.97332599620667,55.3544949370468
"Kenilworth",857843.5098,85270.75222,1976019.724,3221782.239,90653.42121,0,0,26641.15039,0,0,0,0,0,43554.0844,0,0,0,0,0,573696.9779,5805270.801,12680732.65992,85657,0,0,7194959,12766390,"inland",22235,52.34542608,-1.573240942,9.009163777,"england",12766389.65992,0,0,129211.0844,12766389.65992,6231569.64623,155852.23479,6378967.7789,12766389.65992,48.8123096053849,1.22080117356356,49.9668892210515
"Kensington and Chelsea",358205.9464,0,49767.01351,365697.9125,0,0,0,0,0,800.3316428,0,0,0,34224.0741,0,0,0,0,1200.471134,13413954.03,818878.1631,15042727.9423868,55264,106186,395787,11167080,15621505,"inland",143400,51.49383052,-0.177257037,5.637288267,"england",15599964.9423868,106186,395787,89488.0741,15599964.9423868,774471.2040528,592661.545234,14232832.1931,15599964.9423868,4.96457015713207,3.79912100714838,91.2363088357196
"Kettering",1153858.506,28815.40891,3998137.799,2648270.403,523377.8783,0,0,7408.507064,0,0,0,0,0,150271.6696,0,0,0,0,0,4414225.225,10808889.8,23733255.196874,262217,0,0,17122304,23995472,"inland",63150,52.39830276,-0.723871079,5.653241039,"england",23995472.196874,0,0,412488.6696,23995472.196874,8352459.99521,419897.176664,15223115.025,23995472.196874,34.8084835617368,1.74990170320008,63.4416147350632
"Kidderminster",2262498.174,19780.07744,2116780.376,2398219.004,21340.20217,2311.189351,800.6318388,8650.716826,0,0,0,0,0,4535.96292,0,0,0,0,0,3214265.448,11856929.3,21906111.0825458,253669,0,0,16002645,22159780,"inland",57560,52.38737436,-2.250886793,4.996280365,"england",22159780.0825458,0,0,258204.96292,22159780.0825458,6821729.6547998,266855.679746,15071194.748,22159780.0825458,30.7842840921194,1.20423433243451,68.011481575446
"Kilmarnock",1747150.108,0,2123977.965,4759276.439,24392.36152,0,0,0,0,127160.4693,0,0,0,226.1947219,0,0,0,0,0,2137839.413,11272703.68,22192726.6305419,220044,0,0,13815767,22412771,"inland",47040,55.60413961,-4.499419126,4.775043921,"scotland",22412770.6305419,0,0,220270.1947219,22412770.6305419,8781957.34282,220270.1947219,13410543.093,22412770.6305419,39.1828278956856,0.982788778562422,59.834383325752
"King's Lynn",924611.7382,388646.4586,2884146.455,3858389.216,6991.445281,0,0,11182.6257,41139.75439,0,0,0,0,40224.28667,0,100.0158766,0,614940.262,216271.2676,4677225.315,10481255.61,24145124.4503176,334370,44287,27955,15518463,24551824,"inland",47615,52.76139677,0.416276873,4.38805798,"england",24551736.4503176,659227.262,27955,374594.28667,24551736.4503176,8103925.067471,1289330.4578466,15158480.925,24551736.4503176,33.0075434129473,5.25148378183215,61.7409728052205
"Kingston upon Hull",796635.4993,0,3186700.347,8166843.926,23236.04797,0,0,3198.435393,0,0,0,0,0,41601.9512,0,0,4102.147524,534820.9644,416387.283,22422265.86,41166378.45,76762170.911787,1087967,183671,2375160,66422012,80420377,"estuarine",270810,53.76499396,-0.333833664,3.002950417,"england",80408968.911787,718491.9644,2375160,1129568.9512,80408968.911787,12173415.82027,4646908.781517,63588644.31,80408968.911787,15.1393756007802,5.77909261168976,79.0815317875301
"Kingston upon Thames",2402575.203,130310.4794,345523.8338,5134461.84,799.2570197,0,0,12178.77316,12242.90523,28598.66652,0,0,0,71499.81745,0,0,0,0,0,12670996.19,15686314.01,36495500.9755797,527105,0,0,27594200,37022606,"inland",168000,51.39528724,-0.279599422,7.734569629,"england",37022605.9755797,0,0,598604.81745,37022605.9755797,8054512.1849697,610783.59061,28357310.2,37022605.9755797,21.7556597455147,1.64975850433888,76.5945817501464
"Kingswinford",1196060.927,14286.4067,1222992.023,1550437.02,76681.26055,1301.033934,0,500.3979723,0,0,0,0,0,75221.71522,0,0,0,0,0,3236310.361,10279966.13,17653757.2753763,234810,0,0,13005332,17888567,"inland",51910,52.49470171,-2.156544043,6.557092805,"england",17888567.2753763,0,0,310031.71522,17888567.2753763,4061758.671184,310532.1131923,13516276.491,17888567.2753763,22.7058914705541,1.73592500959956,75.5581835198463
"Kingswood and Fishponds",3196827.63,46414.28834,1760436.017,6821809.473,3577.286286,2759.71913,2401.847587,16558.20763,32230.01262,0,0,57519.53971,0,33926.10154,0,0,0,0,0,2246409.222,30974918.42,45195787.764843,243068,0,0,33614552,45438856,"inland",160270,51.47592282,-2.501774767,6.618387328,"england",45438855.764843,0,0,276994.10154,45438855.764843,11923975.813673,293552.30917,33221327.642,45438855.764843,26.2418047571058,0.646038075186584,73.1121571677077
"Kirkby",806686.6514,0,2215826.183,148738.4749,4620874.567,0,0,0,0,0,17010.74667,0,0,4285.643022,0,0,0,0,0,5585814.17,7976643.233,21375879.668992,92633,0,0,13966227,21468512,"inland",45560,53.48127117,-2.880016333,1.968755415,"england",21468512.668992,0,0,96918.643022,21468512.668992,7792125.8763,113929.389692,13562457.403,21468512.668992,36.2956018259921,0.530681335258747,63.1737168387492
"Kirkcaldy",2888265.893,0,3584497.03,853572.8225,73814.04648,0,0,0,0,400.266034,0,0,0,253.4871114,0,242916.1517,19309.62549,697280.8082,26175.79584,3438996.394,11761763.8,23587246.1203554,177527,94018,345660,15500366,24205282,"coastal",50340,56.12792054,-3.165534912,4.504953608,"scotland",24204451.1203554,791298.8082,345660,177780.4871114,24204451.1203554,7400550.058014,1603140.8683414,15200760.194,24204451.1203554,30.5751616560737,6.6233308095683,62.801507534358
"Kirkintilloch",1411002.215,0,1884455.014,1788855.779,35379.69577,0,0,0,0,8967.451837,14872.64277,0,0,631.0520965,0,0,0,0,0,585368.7054,7555301.298,13284833.8538735,262865,0,0,8397374,13547699,"inland",22030,55.92944537,-4.153228915,6.328204508,"scotland",13547698.8538735,0,0,263496.0520965,13547698.8538735,5128660.155607,278368.6948665,8140670.0034,13547698.8538735,37.8563194452808,2.0547304591651,60.0889500955541
"Knowle and Dorridge",1381389.206,54087.85163,997963.2452,3348757.361,11723.09386,0,0,23314.38011,0,0,0,0,0,71707.06464,0,0,0,0,0,505552.6807,6441770.202,12836265.08514,120723,0,0,7646041,12956988,"inland",19320,52.37702801,-1.747119078,9.368526666,"england",12956988.08514,0,0,192430.06464,12956988.08514,5793920.75769,215744.44475,6947322.8827,12956988.08514,44.716570854417,1.66508175613306,53.6183473894499
"Lambeth",658256.4971,17637.70455,15805.98476,1468603.184,300.1113756,900.3306845,0,4901.843731,2200.869267,4470.843658,0,0,0,45387.64916,0,0,0,0,0,21950643.18,7970978.224,32140086.4222861,29411,91068,704639,24986920,32964304,"inland",317600,51.43550303,-0.116053388,4.109202697,"england",32965204.4222861,91068,704639,74798.64916,32965204.4222861,2168175.5253951,875407.492891,29921621.404,32965204.4222861,6.57716390173302,2.6555500207946,90.7672860774724
"Lancaster",1415128.907,0,730164.8549,4898184.619,46009.72265,0,5407.501499,18782.07532,0,0,0,0,0,7857.032064,0,56799.10855,0,180231.2603,184784.7255,2992654.288,7207468.967,17743473.061783,346056,43658,107501,10848552,18240688,"inland",52655,54.05180287,-2.79758072,5.273147091,"england",18240688.061783,223889.2603,107501,353913.032064,18240688.061783,7094895.605049,945669.201734,10200123.255,18240688.061783,38.8959867139764,5.18439435250976,55.9196189335138
"Lancing and Sompting",136425.4115,100.0462891,1418849.19,2642215.917,1768.07112,524698.3836,0,367595.0413,0,0,0,0,187.6889557,27241.713193,0,200348.0132,0,356028.4192,80940.63966,3052831.649,3534959.944,12344190.1280178,170991,61155,207061,8147436,12776511,"coastal",27930,50.83227929,-0.326761484,5.307235558,"england",12783397.1280178,417183.4192,207248.6889557,198232.713193,12783397.1280178,4724057.0195091,1471548.5155087,6587791.593,12783397.1280178,36.9546292914207,11.5114042126053,51.533966495974
"Larbert and Stenhousemuir",1780639.563,0,2051495.318,1276149.401,0,0,0,0,0,100.0485543,7503.634136,0,0,905.780177,0,0,0,4902.633718,107902.8511,1954176.722,5257960.835,12441736.7866853,122656,8662,43321,8043264,12616376,"inland",12140,56.02821778,-3.818630348,6.647801696,"scotland",12616375.7866853,13564.633718,43321,123561.780177,12616375.7866853,5108384.3305543,295853.899131,7212137.557,12616375.7866853,40.4901091797332,2.34499910380943,57.1648917164574
"Larkfield",795483.805,5040.347093,1186323.3,2461919.733,0,43303.08155,0,298707.9127,0,0,0,0,0,72868.21387,0,0,0,0,0,3020465.031,4580189.082,12464300.506213,581642,51044,123135,8071901,13220122,"inland",26150,51.29922398,0.44699275,6.833818784,"england",13220121.506213,51044,123135,654510.21387,13220121.506213,4492070.266643,1127397.12657,7600654.113,13220121.506213,33.9790391830505,8.52788778106285,57.4930730358867
"Lee-on-the-Solent",154512.8521,1300.938948,873807.9954,2656003.744,17825.36156,0,23690.44582,50258.76962,61467.7862,0,0,0,0,14563.02481,0,0,0,450835.6684,192804.2711,2873006.895,3990599.74,11360677.492958,77570,26043,453572,7252728,11918006,"coastal",24315,53.80669333,-1.553494749,8.644852497,"england",11917862.492958,476878.6684,453572,92133.02481,11917862.492958,3788609.124028,1265646.73393,6863606.635,11917862.492958,31.7893340879424,10.6197460717292,57.5909198403283
"Leeds",13368680.49,6758.998497,5927638.693,21938758.56,100.0769731,21936.15435,3475.891869,16196.23219,19919.15714,408988.8829,0,0,0,460104.9746,0,0,0,0,0,30108047.9,79177581.77,151458187.781519,1300021,42,0,120104328,152758251,"inland",536280,50.82120942,-1.215711876,4.126195851,"england",152758250.781519,42,0,1760125.9746,152758250.781519,41696256.9047291,1776364.20679,109285629.67,152758250.781519,27.2955841608613,1.16285974584157,71.5415560932971
"Leicester",4197300.697,49309.6601,3768088.276,12699881.17,217706.4724,0,0,3598.057677,486.5335642,10836.61402,0,700.499312,0,237374.7203,0,0,0,0,0,21959954.43,48229401.59,91374638.7203732,757376,5,0,74348572,92132020,"inland",406580,52.63219135,-1.139980476,4.410183868,"england",92132019.7203732,5,0,994750.7203,92132019.7203732,20944309.9223962,998353.777977,70189356.02,92132019.7203732,22.7329325743249,1.08361216980488,76.1834552558702
"Leigh (Wigan)",558429.6487,0,366137.7139,58589.60634,5847807.314,0,0,600.4590233,0,0,25861.34689,0,0,44086.54558,0,0,0,0,0,3511221.351,5432285.636,15845019.6214333,373928,0,0,10264134,16218948,"inland",45495,53.50136399,-2.533257126,3.497685533,"england",16218947.6214333,0,0,418014.54558,16218947.6214333,6830964.28294,444476.3514933,8943506.987,16218947.6214333,42.1171856669227,2.74047590428078,55.1423384287966
"Leighton Buzzard",955039.8073,139228.5547,1427124.912,2816466.979,20870.29974,0,0,1097.770717,0,0,0,0,0,98692.51581,0,0,0,0,0,2418136.782,7161074.507,15037732.128267,315574,0,0,10485536,15353306,"inland",42735,51.92057957,-0.662314888,7.745292062,"england",15353306.128267,0,0,414266.51581,15353306.128267,5358730.55274,415364.286527,9579211.289,15353306.128267,34.9027792969882,2.70537357268134,62.3918471303304
"Letchworth",543220.9414,3401.470988,1617067.25,2449540.804,0,0,0,0,0,0,0,0,0,7210.531775,0,0,0,0,0,1266631.486,8141011.543,14028084.027163,15114,0,0,9808605,14043198,"inland",33990,51.97926064,-0.22442995,6.644892593,"england",14043198.027163,0,0,22324.531775,14043198.027163,4613230.466388,22324.531775,9407643.029,14043198.027163,32.8502842263199,0.158970426336073,66.990745347344
"Lewisham",1402136.629,0,111288.5211,2874768.579,400.1338775,6388.990583,0,1777.336095,0,202.2191461,0,0,0,27911.4679,0,0,0,0,0,21932168.76,13699470.03,40056512.6667016,171720,64053,263098,32656481,40618899,"inland",300600,51.44813499,-0.021714765,3.80562024,"england",40555383.6667016,64053,263098,199631.4679,40555383.6667016,4395185.0727066,528559.803995,35631638.79,40555383.6667016,10.8374885781572,1.30330367070101,87.8592077511418
"Leyland",1273484.377,100.0751795,2402681.622,2911469.032,295759.6932,0,14717.33011,0,0,0,0,0,0,426.9704107,0,0,0,0,0,2663783.56,8050824.608,17613247.2679002,97890,0,0,11643050,17711137,"inland",39295,53.69508221,-2.699727235,6.033220765,"england",17711137.2679002,0,0,98316.9704107,17711137.2679002,6898212.1294895,98316.9704107,10714608.168,17711137.2679002,38.948442582464,0.555113818630328,60.4964435989056
"Lichfield",377751.3058,17513.90543,1921979.882,2284798.209,0,0,0,0,190.5434149,370.2152279,0,7105.64279,0,12108.24071,0,0,0,0,0,1550647.839,7429359.312,13601825.0953728,94265,0,0,9248591,13696090,"inland",32580,52.68234292,-1.82596739,7.43137462,"england",13696090.0953728,0,0,106373.24071,13696090.0953728,4609709.7036628,106373.24071,8980007.151,13696090.0953728,33.6571216424765,0.776668669447042,65.5662096880765
"Lincoln",2660311.232,98601.98917,3709586.1,3635330.552,168276.2496,19625.20753,1200.671135,5456.740797,0,11593.13654,0,0,0,222597.6079,0,0,0,0,0,6242574.331,17371619.48,34146773.297672,1037189,0,0,24438880,35183962,"inland",104555,53.21110379,-0.57160728,4.853479169,"england",35183962.297672,0,0,1259786.6079,35183962.297672,10304525.137975,1265243.348697,23614193.811,35183962.297672,29.2875630402117,3.5960797649579,67.1163571948304
"Little Hulton",880495.0942,40231.21585,388926.0646,1295348.013,1083117.302,400.310578,6753.248663,14074.41831,0,24540.48199,0,100.0775513,0,4339.714114,0,0,0,0,0,2068839.69,4336698.786,10143864.4168563,107691,0,0,6625154,10251555,"inland",25825,53.52888819,-2.417874068,2.173862826,"england",10251555.4168563,0,0,112030.714114,10251555.4168563,3719911.8084323,126105.132424,6405538.476,10251555.4168563,36.2863161458969,1.23010730856168,62.4835765455414
"Liverpool",6032974.866,0,3241328.174,3161543.777,16805847.82,0,0,100.0699728,0,0,27710.33771,0,0,28696.93733,0,0,0,2722005.304,345369.9003,33925541.52,61335923.25,127627041.956313,1470335,41851,14514,110468050,129219419,"estuarine",506565,53.41055816,-2.920841805,2.815906526,"england",129153741.956313,2763856.304,14514,1499031.93733,129153741.956313,29241694.637,4650582.5493128,95261464.77,129153741.956313,22.6409968414939,3.60081131128659,73.7581918472195
"Livingston",7591774.245,53727.98912,2746427.89,3108913.001,2626.880794,0,0,11557.61209,13484.13343,121519.7055,31803.98768,58889.2134,0,8549.817453,0,0,0,0,0,3001473.788,18502697.81,35253446.073467,302967,0,0,21567376,35556413,"inland",57360,55.89058608,-3.524033,5.838666171,"scotland",35556413.073467,0,0,311516.817453,35556413.073467,13697363.058244,354878.417223,21504171.598,35556413.073467,38.5229045177937,0.998071477259944,60.4790240049464
"Llanelli",886537.8428,70.70999794,208509.1599,4891330.296,153025.3899,0,0,611307.7263,0,58038.95522,0,0,0,255.2659206,54848.24486,445353.8631,0,229936.3334,383862.9196,4839621.385,8565951.562,21328649.6539985,334816,53874,51900,13404726,21769240,"estuarine",42175,51.68418942,-4.143176928,4.348769373,"wales",21769239.6539985,283810.3334,51900,335071.2659206,21769239.6539985,6197512.35381794,2166154.3531806,13405572.947,21769239.6539985,28.4691264018474,9.95052830328286,61.5803452948697
"Locks Heath",2459059.517,196999.3762,619853.9445,3288567.268,21915.46367,0,1200.885039,32720.01865,182272.3643,0,0,0,164.5549238,53609.91086,0,0,0,400597.0303,276323.5506,2140215.575,10362787.41,20036286.8690428,129474,88678,201884,13211551,20456322,"coastal",35755,50.86048998,-1.275759405,8.825232911,"england",20456322.8690428,489275.0303,202048.5549238,183083.91086,20456322.8690428,6769868.818709,1183451.0653338,12503002.985,20456322.8690428,33.0942606941058,5.7852580491128,61.1204812567814
"Long Eaton",884667.3087,4363.865536,756620.5164,2701726.079,100.0735827,0,0,1092.218709,0,5002.897734,0,0,0,165142.3811,0,0,0,0,0,2655059.656,6266814.498,13440589.4947617,1030964,0,0,9654023,14471554,"inland",37820,52.8919515,-1.288752407,6.486560524,"england",14471553.4947617,0,0,1196106.3811,14471553.4947617,4352480.7409527,1197198.599809,8921874.154,14471553.4947617,30.0761127167735,8.27277182261291,61.6511154606136
"Longbenton",850979.3542,0,2011175.159,420974.0171,44832.38488,0,0,1571.584107,0,5795.352364,0,1901.474556,0,0,0,0,0,0,0,1625398.875,6851683.653,11814311.854207,21241,0,0,7370112,11835553,"inland",26880,55.02251542,-1.572552205,5.414646017,"england",11835552.854207,0,0,21241,11835552.854207,3335657.7421,22812.584107,8477082.528,11835552.854207,28.1833707574913,0.192746248426335,71.6238829940824
"Loughborough",1223959.634,10355.8407,2079378.637,3576447.932,100.0730349,0,0,2044.915914,0,9538.640388,0,0,0,76159.72308,0,0,0,0,0,4013473.486,10659591.65,21651050.5321169,298488,0,0,15967271,21949538,"inland",64860,52.7675987,-1.22484896,6.720050533,"england",21949538.5321169,0,0,374647.72308,21949538.5321169,6899780.7571229,376692.638994,14673065.136,21949538.5321169,31.4347417692952,1.7161756655741,66.8490825651307
"Loughton",1621218.729,13423.64991,367822.3127,1420806.268,200.0587321,0,3200.906449,12.46946679,0,0,0,0,0,14100.19306,0,0,0,0,0,1623167.504,5437862.816,10501814.9073179,49194,0,0,7244631,10551009,"inland",33345,51.65157303,0.073678024,6.671055848,"england",10551008.9073179,0,0,63294.19306,10551008.9073179,3426671.9247911,63306.66252679,7061030.32,10551008.9073179,32.4771967770253,0.600005772745412,66.9227974502293
"Lowestoft",1064598.267,8463.778299,2535938.07,2834683.908,0,0,0,593938.6466,12630.51591,0,0,0,429.1169313,6141.346291,0,97725.29202,0,396983.75,12993.87808,6211753.855,13556206.74,27332487.1641313,138354,91208,1798503,21425882,29387254,"coastal",71315,52.47235055,1.721426394,4.419939111,"england",29360552.1641313,488191.75,1798932.1169313,144495.346291,29360552.1641313,6456314.539209,3136277.0299223,19767960.595,29360552.1641313,21.9897585819126,10.6819415806279,67.3282998374594
"Luton",1755185.005,51211.37243,4329998.022,6757276.352,0,1200.584423,400.1949421,0,0,0,0,0,0,27851.8317,0,0,0,0,0,11790022.93,27224662.17,51937808.4624951,78162,0,0,41374263,52015971,"inland",233525,51.89441603,-0.424872381,4.982090774,"england",52015970.4624951,0,0,106013.8317,52015970.4624951,12895271.5307951,106013.8317,39014685.1,52015970.4624951,24.7909851842386,0.203810158221385,75.00520465754
"Lytham St Anne's",470905.1812,0,1993778.257,2183240.044,13008.91887,0,0,11495.48933,0,0,0,0,0,3003.897081,0,1068227.41,0,808061.2547,544106.1348,3523407.809,7291310.623,17910545.018981,137199,17866,1024,12421078,18066834,"coastal",42695,53.75071597,-2.998899048,6.518010091,"england",18066634.018981,825927.2547,1024,140202.897081,18066634.018981,4660932.40107,2590983.185911,10814718.432,18066634.018981,25.7985654448592,14.3412612619976,59.8601732931433
"Macclesfield",1698528.496,400.3187864,308383.3151,6019112.625,300.2386711,0,42369.23343,1581.550322,500.3981832,54647.47838,2401.907846,0,0,10704.70488,0,0,0,0,0,2417834.102,11164665.3,21721429.6685987,195876,0,0,14288239,21917306,"inland",54345,53.26116522,-2.132390477,6.492306155,"england",21917305.6685987,0,0,206580.70488,21917305.6685987,8124242.1035507,210564.163048,13582499.402,21917305.6685987,37.067704518035,0.9607210221541,61.9715744598109
"Maidenhead",1028207.747,62469.60096,1814239.849,5417252.451,68167.16531,0,0,7357.443642,96292.85772,0,0,0,0,421238.0455,0,0,0,0,0,1794173.04,14866730,25576128.200132,1063322,0,0,17036580,26639450,"inland",67375,51.51812069,-0.727594685,8.657106277,"england",26639450.200132,0,0,1484560.0455,26639450.200132,8486629.67099,1491917.489142,16660903.04,26639450.200132,31.8573754609543,5.600406457092,62.5422180819537
"Maidstone",3931788.214,91091.25543,3538286.704,6373771.039,200.0003295,512901.5361,0,87805.93271,0,0,0,0,0,81189.25519,0,0,0,0,0,4381943.201,18636520.42,37635497.5577595,391180,17260,18112,24533975,38062850,"inland",109490,51.27022291,0.521457214,6.53406553,"england",38062049.5577595,17260,18112,472369.25519,38062049.5577595,14448038.7488595,595547.1879,23018463.621,38062049.5577595,37.9591717123232,1.56467451127731,60.4761537763995
"Maldon",358948.1479,29171.70647,3332064.547,2302468.887,179.4719347,31198.90659,12658.73906,41298.36826,1199.956832,0,0,0,972.2690392,33512.62989,0,0,0,4099.728783,531111.3345,1578179.846,4283242.637,12540307.1762589,374063,467352,112105,6901557,13493828,"estuarine",23380,51.73436218,0.693117285,6.863156351,"england",13493827.1762589,471451.728783,113077.2690392,407575.62989,13493827.1762589,6067890.3627867,1564514.3304722,5861422.483,13493827.1762589,44.9678974209969,11.5942964885812,43.437806090422
"Manchester",5970777.147,1100.870219,1214985.76,3733920.006,6045866.197,200.1589059,700.5557825,31346.1843,0,42742.54616,72714.42337,0,0,149703.0318,0,0,0,0,0,27480903.09,45848516.37,90593476.3405374,993825,0,0,75473535,91587301,"inland",470405,53.47473844,-2.212252494,2.386613029,"england",91587301.3405374,0,0,1143528.0318,91587301.3405374,17010293.2410674,1247588.63947,73329419.46,91587301.3405374,18.5727639007729,1.3621851732821,80.065050925945
