"name","Deciduous woodland","Coniferous woodland","Arable","Improved grassland","Neutral grassland","Calacareous grassland","Acid grassland","Fen","Heather","Heather grassland","Bog","Inland rock","Saltwater","Freshwater","Supralittoral rock","Supralittoral sediment","Littoral rock","Littoral sediment","Saltmarsh","Urban","Suburban","total_ceh","surface_water_area","foreshore_area","tidal_water_area","original_bua_area","200m_buff_area","class","population_counts","long","lat","imdd_weight_av","country","lc_lu_total"
"Kidderminster",2262498.174,19780.07744,2116780.376,2398219.004,21340.20217,2311.189351,800.6318388,8650.716826,0,0,0,0,0,4535.96292,0,0,0,0,0,3214265.448,11856929.3,21906111.0825458,253669,0,0,16002645,22159780,"inland",57560,52.38737436,-2.250886793,4.996280365,"england",22159780.0825458
"Kilmarnock",1747150.108,0,2123977.965,4759276.439,24392.36152,0,0,0,0,127160.4693,0,0,0,226.1947219,0,0,0,0,0,2137839.413,11272703.68,22192726.6305419,220044,0,0,13815767,22412771,"inland",47040,55.60413961,-4.499419126,4.775043921,"scotland",22412770.6305419
"King's Lynn",924611.7382,388646.4586,2884146.455,3858389.216,6991.445281,0,0,11182.6257,41139.75439,0,0,0,0,40224.28667,0,100.0158766,0,614940.262,216271.2676,4677225.315,10481255.61,24145124.4503176,334370,44287,27955,15518463,24551824,"inland",47615,52.76139677,0.416276873,4.38805798,"england",24551736.4503176
"Kingston upon Hull",796635.4993,0,3186700.347,8166843.926,23236.04797,0,0,3198.435393,0,0,0,0,0,41601.9512,0,0,4102.147524,534820.9644,416387.283,22422265.86,41166378.45,76762170.911787,1087967,183671,2375160,66422012,80420377,"estuarine",270810,53.76499396,-0.333833664,3.002950417,"england",80408968.911787
"Kingston upon Thames",2402575.203,130310.4794,345523.8338,5134461.84,799.2570197,0,0,12178.77316,12242.90523,28598.66652,0,0,0,71499.81745,0,0,0,0,0,12670996.19,15686314.01,36495500.9755797,527105,0,0,27594200,37022606,"inland",168000,51.39528724,-0.279599422,7.734569629,"england",37022605.9755797
"Kingswinford",1196060.927,14286.4067,1222992.023,1550437.02,76681.26055,1301.033934,0,500.3979723,0,0,0,0,0,75221.71522,0,0,0,0,0,3236310.361,10279966.13,17653757.2753763,234810,0,0,13005332,17888567,"inland",51910,52.49470171,-2.156544043,6.557092805,"england",17888567.2753763
"Kingswood and Fishponds",3196827.63,46414.28834,1760436.017,6821809.473,3577.286286,2759.71913,2401.847587,16558.20763,32230.01262,0,0,57519.53971,0,33926.10154,0,0,0,0,0,2246409.222,30974918.42,45195787.764843,243068,0,0,33614552,45438856,"inland",160270,51.47592282,-2.501774767,6.618387328,"england",45438855.764843
"Kirkby",806686.6514,0,2215826.183,148738.4749,4620874.567,0,0,0,0,0,17010.74667,0,0,4285.643022,0,0,0,0,0,5585814.17,7976643.233,21375879.668992,92633,0,0,13966227,21468512,"inland",45560,53.48127117,-2.880016333,1.968755415,"england",21468512.668992
"Kirkcaldy",2888265.893,0,3584497.03,853572.8225,73814.04648,0,0,0,0,400.266034,0,0,0,253.4871114,0,242916.1517,19309.62549,697280.8082,26175.79584,3438996.394,11761763.8,23587246.1203554,177527,94018,345660,15500366,24205282,"coastal",50340,56.12792054,-3.165534912,4.504953608,"scotland",24204451.1203554
"Kirkintilloch",1411002.215,0,1884455.014,1788855.779,35379.69577,0,0,0,0,8967.451837,14872.64277,0,0,631.0520965,0,0,0,0,0,585368.7054,7555301.298,13284833.8538735,262865,0,0,8397374,13547699,"inland",22030,55.92944537,-4.153228915,6.328204508,"scotland",13547698.8538735
"Knowle and Dorridge",1381389.206,54087.85163,997963.2452,3348757.361,11723.09386,0,0,23314.38011,0,0,0,0,0,71707.06464,0,0,0,0,0,505552.6807,6441770.202,12836265.08514,120723,0,0,7646041,12956988,"inland",19320,52.37702801,-1.747119078,9.368526666,"england",12956988.08514
"Lambeth",658256.4971,17637.70455,15805.98476,1468603.184,300.1113756,900.3306845,0,4901.843731,2200.869267,4470.843658,0,0,0,45387.64916,0,0,0,0,0,21950643.18,7970978.224,32140086.4222861,29411,91068,704639,24986920,32964304,"inland",317600,51.43550303,-0.116053388,4.109202697,"england",32965204.4222861
"Lancaster",1415128.907,0,730164.8549,4898184.619,46009.72265,0,5407.501499,18782.07532,0,0,0,0,0,7857.032064,0,56799.10855,0,180231.2603,184784.7255,2992654.288,7207468.967,17743473.061783,346056,43658,107501,10848552,18240688,"inland",52655,54.05180287,-2.79758072,5.273147091,"england",18240688.061783
"Lancing and Sompting",136425.4115,100.0462891,1418849.19,2642215.917,1768.07112,524698.3836,0,367595.0413,0,0,0,0,187.6889557,27241.713193,0,200348.0132,0,356028.4192,80940.63966,3052831.649,3534959.944,12344190.1280178,170991,61155,207061,8147436,12776511,"coastal",27930,50.83227929,-0.326761484,5.307235558,"england",12783397.1280178
"Larbert and Stenhousemuir",1780639.563,0,2051495.318,1276149.401,0,0,0,0,0,100.0485543,7503.634136,0,0,905.780177,0,0,0,4902.633718,107902.8511,1954176.722,5257960.835,12441736.7866853,122656,8662,43321,8043264,12616376,"inland",12140,56.02821778,-3.818630348,6.647801696,"scotland",12616375.7866853
"Larkfield",795483.805,5040.347093,1186323.3,2461919.733,0,43303.08155,0,298707.9127,0,0,0,0,0,72868.21387,0,0,0,0,0,3020465.031,4580189.082,12464300.506213,581642,51044,123135,8071901,13220122,"inland",26150,51.29922398,0.44699275,6.833818784,"england",13220121.506213
"Lee-on-the-Solent",154512.8521,1300.938948,873807.9954,2656003.744,17825.36156,0,23690.44582,50258.76962,61467.7862,0,0,0,0,14563.02481,0,0,0,450835.6684,192804.2711,2873006.895,3990599.74,11360677.492958,77570,26043,453572,7252728,11918006,"coastal",24315,53.80669333,-1.553494749,8.644852497,"england",11917862.492958
"Leeds",13368680.49,6758.998497,5927638.693,21938758.56,100.0769731,21936.15435,3475.891869,16196.23219,19919.15714,408988.8829,0,0,0,460104.9746,0,0,0,0,0,30108047.9,79177581.77,151458187.781519,1300021,42,0,120104328,152758251,"inland",536280,50.82120942,-1.215711876,4.126195851,"england",152758250.781519
"Leicester",4197300.697,49309.6601,3768088.276,12699881.17,217706.4724,0,0,3598.057677,486.5335642,10836.61402,0,700.499312,0,237374.7203,0,0,0,0,0,21959954.43,48229401.59,91374638.7203732,757376,5,0,74348572,92132020,"inland",406580,52.63219135,-1.139980476,4.410183868,"england",92132019.7203732
"Leigh (Wigan)",558429.6487,0,366137.7139,58589.60634,5847807.314,0,0,600.4590233,0,0,25861.34689,0,0,44086.54558,0,0,0,0,0,3511221.351,5432285.636,15845019.6214333,373928,0,0,10264134,16218948,"inland",45495,53.50136399,-2.533257126,3.497685533,"england",16218947.6214333
"Leighton Buzzard",955039.8073,139228.5547,1427124.912,2816466.979,20870.29974,0,0,1097.770717,0,0,0,0,0,98692.51581,0,0,0,0,0,2418136.782,7161074.507,15037732.128267,315574,0,0,10485536,15353306,"inland",42735,51.92057957,-0.662314888,7.745292062,"england",15353306.128267
"Letchworth",543220.9414,3401.470988,1617067.25,2449540.804,0,0,0,0,0,0,0,0,0,7210.531775,0,0,0,0,0,1266631.486,8141011.543,14028084.027163,15114,0,0,9808605,14043198,"inland",33990,51.97926064,-0.22442995,6.644892593,"england",14043198.027163
"Lewisham",1402136.629,0,111288.5211,2874768.579,400.1338775,6388.990583,0,1777.336095,0,202.2191461,0,0,0,27911.4679,0,0,0,0,0,21932168.76,13699470.03,40056512.6667016,171720,64053,263098,32656481,40618899,"inland",300600,51.44813499,-0.021714765,3.80562024,"england",40555383.6667016
"Leyland",1273484.377,100.0751795,2402681.622,2911469.032,295759.6932,0,14717.33011,0,0,0,0,0,0,426.9704107,0,0,0,0,0,2663783.56,8050824.608,17613247.2679002,97890,0,0,11643050,17711137,"inland",39295,53.69508221,-2.699727235,6.033220765,"england",17711137.2679002
"Lichfield",377751.3058,17513.90543,1921979.882,2284798.209,0,0,0,0,190.5434149,370.2152279,0,7105.64279,0,12108.24071,0,0,0,0,0,1550647.839,7429359.312,13601825.0953728,94265,0,0,9248591,13696090,"inland",32580,52.68234292,-1.82596739,7.43137462,"england",13696090.0953728
"Lincoln",2660311.232,98601.98917,3709586.1,3635330.552,168276.2496,19625.20753,1200.671135,5456.740797,0,11593.13654,0,0,0,222597.6079,0,0,0,0,0,6242574.331,17371619.48,34146773.297672,1037189,0,0,24438880,35183962,"inland",104555,53.21110379,-0.57160728,4.853479169,"england",35183962.297672
"Little Hulton",880495.0942,40231.21585,388926.0646,1295348.013,1083117.302,400.310578,6753.248663,14074.41831,0,24540.48199,0,100.0775513,0,4339.714114,0,0,0,0,0,2068839.69,4336698.786,10143864.4168563,107691,0,0,6625154,10251555,"inland",25825,53.52888819,-2.417874068,2.173862826,"england",10251555.4168563
"Liverpool",6032974.866,0,3241328.174,3161543.777,16805847.82,0,0,100.0699728,0,0,27710.33771,0,0,28696.93733,0,0,0,2722005.304,345369.9003,33925541.52,61335923.25,127627041.956313,1470335,41851,14514,110468050,129219419,"estuarine",506565,53.41055816,-2.920841805,2.815906526,"england",129153741.956313
"Livingston",7591774.245,53727.98912,2746427.89,3108913.001,2626.880794,0,0,11557.61209,13484.13343,121519.7055,31803.98768,58889.2134,0,8549.817453,0,0,0,0,0,3001473.788,18502697.81,35253446.073467,302967,0,0,21567376,35556413,"inland",57360,55.89058608,-3.524033,5.838666171,"scotland",35556413.073467
"Llanelli",886537.8428,70.70999794,208509.1599,4891330.296,153025.3899,0,0,611307.7263,0,58038.95522,0,0,0,255.2659206,54848.24486,445353.8631,0,229936.3334,383862.9196,4839621.385,8565951.562,21328649.6539985,334816,53874,51900,13404726,21769240,"estuarine",42175,51.68418942,-4.143176928,4.348769373,"wales",21769239.6539985
"Locks Heath",2459059.517,196999.3762,619853.9445,3288567.268,21915.46367,0,1200.885039,32720.01865,182272.3643,0,0,0,164.5549238,53609.91086,0,0,0,400597.0303,276323.5506,2140215.575,10362787.41,20036286.8690428,129474,88678,201884,13211551,20456322,"coastal",35755,50.86048998,-1.275759405,8.825232911,"england",20456322.8690428
"Long Eaton",884667.3087,4363.865536,756620.5164,2701726.079,100.0735827,0,0,1092.218709,0,5002.897734,0,0,0,165142.3811,0,0,0,0,0,2655059.656,6266814.498,13440589.4947617,1030964,0,0,9654023,14471554,"inland",37820,52.8919515,-1.288752407,6.486560524,"england",14471553.4947617
"Longbenton",850979.3542,0,2011175.159,420974.0171,44832.38488,0,0,1571.584107,0,5795.352364,0,1901.474556,0,0,0,0,0,0,0,1625398.875,6851683.653,11814311.854207,21241,0,0,7370112,11835553,"inland",26880,55.02251542,-1.572552205,5.414646017,"england",11835552.854207
"Loughborough",1223959.634,10355.8407,2079378.637,3576447.932,100.0730349,0,0,2044.915914,0,9538.640388,0,0,0,76159.72308,0,0,0,0,0,4013473.486,10659591.65,21651050.5321169,298488,0,0,15967271,21949538,"inland",64860,52.7675987,-1.22484896,6.720050533,"england",21949538.5321169
"Loughton",1621218.729,13423.64991,367822.3127,1420806.268,200.0587321,0,3200.906449,12.46946679,0,0,0,0,0,14100.19306,0,0,0,0,0,1623167.504,5437862.816,10501814.9073179,49194,0,0,7244631,10551009,"inland",33345,51.65157303,0.073678024,6.671055848,"england",10551008.9073179
"Lowestoft",1064598.267,8463.778299,2535938.07,2834683.908,0,0,0,593938.6466,12630.51591,0,0,0,429.1169313,6141.346291,0,97725.29202,0,396983.75,12993.87808,6211753.855,13556206.74,27332487.1641313,138354,91208,1798503,21425882,29387254,"coastal",71315,52.47235055,1.721426394,4.419939111,"england",29360552.1641313
"Luton",1755185.005,51211.37243,4329998.022,6757276.352,0,1200.584423,400.1949421,0,0,0,0,0,0,27851.8317,0,0,0,0,0,11790022.93,27224662.17,51937808.4624951,78162,0,0,41374263,52015971,"inland",233525,51.89441603,-0.424872381,4.982090774,"england",52015970.4624951
"Lytham St Anne's",470905.1812,0,1993778.257,2183240.044,13008.91887,0,0,11495.48933,0,0,0,0,0,3003.897081,0,1068227.41,0,808061.2547,544106.1348,3523407.809,7291310.623,17910545.018981,137199,17866,1024,12421078,18066834,"coastal",42695,53.75071597,-2.998899048,6.518010091,"england",18066634.018981
"Macclesfield",1698528.496,400.3187864,308383.3151,6019112.625,300.2386711,0,42369.23343,1581.550322,500.3981832,54647.47838,2401.907846,0,0,10704.70488,0,0,0,0,0,2417834.102,11164665.3,21721429.6685987,195876,0,0,14288239,21917306,"inland",54345,53.26116522,-2.132390477,6.492306155,"england",21917305.6685987
"Maidenhead",1028207.747,62469.60096,1814239.849,5417252.451,68167.16531,0,0,7357.443642,96292.85772,0,0,0,0,421238.0455,0,0,0,0,0,1794173.04,14866730,25576128.200132,1063322,0,0,17036580,26639450,"inland",67375,51.51812069,-0.727594685,8.657106277,"england",26639450.200132
"Maidstone",3931788.214,91091.25543,3538286.704,6373771.039,200.0003295,512901.5361,0,87805.93271,0,0,0,0,0,81189.25519,0,0,0,0,0,4381943.201,18636520.42,37635497.5577595,391180,17260,18112,24533975,38062850,"inland",109490,51.27022291,0.521457214,6.53406553,"england",38062049.5577595
"Maldon",358948.1479,29171.70647,3332064.547,2302468.887,179.4719347,31198.90659,12658.73906,41298.36826,1199.956832,0,0,0,972.2690392,33512.62989,0,0,0,4099.728783,531111.3345,1578179.846,4283242.637,12540307.1762589,374063,467352,112105,6901557,13493828,"estuarine",23380,51.73436218,0.693117285,6.863156351,"england",13493827.1762589
"Manchester",5970777.147,1100.870219,1214985.76,3733920.006,6045866.197,200.1589059,700.5557825,31346.1843,0,42742.54616,72714.42337,0,0,149703.0318,0,0,0,0,0,27480903.09,45848516.37,90593476.3405374,993825,0,0,75473535,91587301,"inland",470405,53.47473844,-2.212252494,2.386613029,"england",91587301.3405374
"Mansfield",1510032.251,562062.7195,2984836.757,2658048.081,600.4330001,1000.722698,1401.005902,0,4936.483586,3241.617239,0,9206.657806,0,50222.11542,0,0,0,0,0,4108941.651,14420942.42,26315472.9151511,250313,0,0,19315261,26565786,"inland",63445,53.14031866,-1.197330934,4.525319307,"england",26565785.9151511
"March",77743.3984,100.03141,2853025.49,1934269.806,1700.52512,0,0,70094.88537,0,0,0,0,0,18316.0781,0,0,0,0,0,1257385.871,5492785.698,11705421.7834,198979,0,0,6567630,11904401,"inland",21345,52.55401281,0.086673621,4.162273885,"england",11904400.7834
"Margate",355736.9247,2305.49211,5437644.796,1818149.233,0,116309.1932,0,99.94396887,0,0,0,0,1128.150048,9131.788797,0,66322.2615,0,161790.0052,0,4400692.135,8679827,21049136.9235239,52121,2089452,179175,13440766,23419227,"coastal",63320,51.37518075,1.375277172,3.996108968,"england",23369884.9235239
"Market Harborough",206900.4741,3130.436027,2347697.091,2538271.922,7446.107176,0,0,0,0,0,0,0,0,37486.92431,0,0,0,0,0,1636499.638,5035467.496,11812900.088613,85529,0,0,7630077,11898429,"inland",24165,52.4779615,-0.924362645,8.147368218,"england",11898429.088613
"Melton Mowbray",530177.8705,8867.197254,1923195.157,3388364.91,100.0650208,0,0,216.6956164,0,1574.762163,0,100.0663322,0,16903.17516,0,0,0,0,0,1667118.012,6042107.528,13578725.4390464,175011,0,0,8022784,13753736,"inland",27450,52.77000108,-0.886357281,7.316487184,"england",13753736.4390464
"Merthyr Tydfil",2305586.181,205986.9795,549017.4209,1244119.373,200.1123378,10806.23645,2071097.104,0,200.1140178,1911402.452,0,129828.5362,0,2488.176112,0,0,0,0,0,1249209.153,10693289.26,20373231.0985176,243310,0,0,11119526,20616541,"inland",58800,51.75362548,-3.379246013,3.704121117,"wales",20616541.0985176
"Merton",1676571.464,26037.3938,61340.44721,5155732.555,3210.883047,100.041943,100.0416443,4201.710424,8248.826957,36253.38763,0,0,0,51335.13602,0,0,0,0,0,18534221.85,13172697.55,38730051.2876753,287387,24,0,30113590,39015794,"inland",215200,51.41126005,-0.20220914,7.034825969,"england",39017462.2876753
"Middlesbrough",4085201.949,0,4069790.725,3134317.677,192461.8785,4805.640271,0,0,0,27148.44412,0,600.439249,230.8789418,2759.329366,0,2021.077381,21258.1013,4503.296225,9115.799866,17482216.4,23782133.25,52818564.8862198,269980,157043,1373479,43970377,54624382,"inland",148215,54.54976067,-1.214577064,3.636868902,"england",54619066.8862198
"Middleton (Rochdale)",1584885.263,0,106885.3048,2201614.48,142917.8185,400.3177197,0,5583.657254,0,19195.84523,0,0,0,7560.582914,0,0,0,0,0,2125734.655,7546773.865,13741551.7894177,191085,0,0,9659537,13932637,"inland",46630,53.55399587,-2.197890291,3.545265218,"england",13932636.7894177
"Mildenhall (West Suffolk)",492629.8088,249456.4004,1618360.472,2271266.097,18551.44491,192875.6461,381413.8631,84627.0835,0,0,0,0,0,19266.4657,0,0,0,0,0,2263523.806,3801780.271,11393751.35851,49565,0,0,6858726,11443316,"inland",9685,52.3480756,0.506174613,5.561555519,"england",11443316.35851
"Milford Haven",484514.4895,0,531130.9702,1051807.968,77345.73472,0,0,29237.49712,0,1899.488058,0,0,0,0,310559.0872,31203.72604,0,27595.39902,19467.90431,390806.3349,3875458.139,6831026.738068,127709,69124,488697,9000535,7516556,"coastal",14798,51.70779367,-5.041930002,3.826158155,"wales",7516556.738068
"Milton Keynes",5585063.813,172624.7448,6235513.336,11632429.01,3223590.104,0,0,1139.674116,0,0,0,0,0,461329.1779,0,0,0,0,0,14717278.27,40323010.06,82351978.189816,1788739,0,0,51762610,84140718,"inland",197340,52.03712112,-0.763216295,6.378146318,"england",84140717.189816
"Morecambe",57199.65945,0,548415.531,1603979.817,900.6532179,0,0,3772.658982,0,0,0,0,0,302.7574211,0,59994.90887,0,995116.2318,64964.1291,3994469.845,3922441.148,11251557.339841,31904,41676,10,7966374,11325148,"coastal",32750,54.0671006,-2.847633783,3.816818269,"england",11325147.339841
"Morley (Leeds)",899602.4463,400.3130396,1560951.088,2005986.325,0,16202.57936,1000.780393,0,2902.264843,56964.90104,0,0,0,7527.092179,0,0,0,0,0,2836422.837,5668519.623,13056480.2501546,19169,0,0,7834237,13075649,"inland",32550,53.74476481,-1.598592077,4.819784109,"england",13075649.2501546
"Motherwell",3585697.229,0,1560579.538,2071772.104,1700.704004,0,0,0,0,20931.41797,4546.073014,15441.72638,0,0,0,0,0,0,0,1295834.364,11088721.45,19645224.606368,223453,0,0,11500443,19871630,"inland",32720,55.79592763,-3.978365963,4.896116062,"scotland",19868677.606368
"Neath",3801110.752,4064.849411,589696.5194,2676447.39,28339.64185,0,2.153541261,1017677.172,700.2746514,174581.3547,0,10344.3136,1.454759691,7.399658049,18576.20141,0,0,16427.90725,566776.1357,2436079.581,10384442.76,21725275.8609314,371239,42682,154501,11946757,22293698,"inland",40717,51.66355049,-3.813273838,5.413968322,"wales",22293697.8609314
"New Haw, West Byfleet and Sheerwater",2558808.219,774662.4611,476884.8075,3867200.775,38215.34428,200.1076792,0,651.2085746,48070.82941,47837.379718,0,0,0,62812.36895,0,0,0,0,0,1601999.067,9825280.805,19302623.3732118,218824,0,0,11011493,19480284,"inland",33035,51.34789643,-0.514225183,8.49243504,"england",19521447.3732118
"Newark-on-Trent",670260.2199,4868.916746,3004608.556,1726543.818,69462.50859,0,0,8252.74693,0,1244.909345,0,0,0,99099.38633,0,0,0,0,0,3299315.874,6232110.524,15115767.459841,461738,0,0,9107070,15577506,"inland",29755,53.07617785,-0.800850578,4.296305947,"england",15577505.459841
"Newbury",1923611.184,252734.5462,1673014.434,4345756.314,9251.34358,34835.52203,0,23165.16574,152972.3361,11108.25319,0,0,0,341459.5126,0,0,0,0,0,1913540.391,9786780.146,20468229.14844,447335,0,0,12644390,20915564,"inland",42260,51.40347538,-1.320139925,7.838835945,"england",20915564.14844
"Newcastle-under-Lyme",2701700.906,500.2705956,764142.4713,6517805.067,551.1995568,0,1436.854237,9966.643467,600.4742977,36984.26241,0,0,0,12921.39847,0,0,0,0,0,4261747.054,15805607.98,30113964.5813341,123904,0,0,20649462,30237495,"inland",76505,53.02172659,-2.244824575,5.414068116,"england",30237868.5813341
"Newcastle upon Tyne",4165006.31,0,5512927.168,5883158.679,366028.0659,100.0788729,0,10635.67126,0,46130.62182,0,59738.57585,339.8908711,2203.828606,0,1435.173045,30340.44292,3302.573781,0,19599175.32,37577827.45,73258349.849926,193552,304127,2201869,60891459,75957898,"inland",286445,54.99866193,-1.641790824,4.583803576,"england",75957897.849926
"Newham",447342.1942,6059.284162,684598.3171,2797616.393,0,0,0,145520.4252,0,0,0,0,0,173417.998,0,2000.570673,0,0,49092.1038,32110691.13,1316805.567,37733143.983135,1176772,773301,1527294,34034189,41211310,"inland",349900,51.52881181,0.037589416,2.970786532,"england",41210510.983135
"Newmarket",391998.3549,16108.46372,348766.6368,3269178.662,0,412455.7324,4295.979625,0,0,0,0,0,0,1700.24475,0,0,0,0,0,1258900.43,5159682.116,10863086.620195,6524,0,0,6605900,10869611,"inland",18855,52.24822207,0.407573988,6.138920965,"england",10869610.620195
"Newport (Isle of Wight)",735885.1413,73912.74091,792109.2787,4468654.439,5406.444855,0,900.6635539,19604.88774,208907.9508,0,0,0,8.406171392,38038.65727,0,0,0,85523.21939,112953.1376,1963272.109,4954806.987,13459984.0632903,78876,8481,10171,7378562,13557511,"inland",25405,50.70160658,-1.298822015,4.37754055,"england",13557512.0632903
"Newport (Newport)",5268222.044,219658.7185,665405.6705,10061203.26,158753.5655,98613.39016,9993.917016,522063.7803,599607.1198,0,0,20948.58229,0,94476.95655,0,0,0,1315544.586,950004.8312,19905243.37,18380644.62,58270384.411816,1649620,233017,895286,40400762,61048414,"estuarine",159600,51.58229032,-3.002469365,4.268353259,"wales",61048307.411816
"Newquay",407607.2023,14941.19014,1027724.71,2227941.985,0,472733.8202,0,25880.2016,7350.596712,4521.29929,0,60878.69994,0,0,163098.4638,205336.3177,204068.4054,919897.57,230927.8578,1510608.506,4954903.906,12438420.731882,29217,27475,225370,6623187,12729615,"coastal",24545,50.41295258,-5.059410279,4.838305439,"england",12720482.731882
"Newton Abbot",1493747.827,25617.77644,1315825.048,2376335.276,0,0,0,895.4394529,5516.262024,1803.570896,0,76937.62984,0,1870.968825,0,0,1000.486227,10369.12179,85200.74443,1672262.374,5472745.305,12540127.8299249,97914,5099,40594,7420427,12683734,"inland",29650,50.52722237,-3.616854104,5.82460293,"england",12683734.8299249
"Newton Aycliffe",1588114.004,0,1893449.313,2876071.986,200.1556172,2187.424244,0,0,100.0779789,5076.562573,0,18414.35703,0,1286.077531,0,0,0,0,0,1663169.493,7460257.223,15508326.6739741,65946,0,0,9840788,15574272,"inland",25765,54.6196065,-1.579790228,4.115076354,"england",15574272.6739741
"Newton Mearns",964372.1968,3100.829196,481701.4661,3068291.14,600.1625585,0,0,1528.482733,0,18058.42257,6201.640633,473230.4871,0,0,0,0,0,0,0,541908.3843,7850143.981,13409137.1929905,66838,0,0,9222531,13477738,"inland",28470,55.7770935,-4.329704387,8.711578679,"scotland",13475975.1929905
"Normanton (Wakefield)",790342.9698,0,2296219.087,1291131.782,100.075991,100.0762643,300.2285403,35175.25904,500.37977,75664.17014,0,0,0,87352.48964,0,0,0,0,0,3375162.204,4583090.385,12535139.1071856,142237,0,0,7794046,12677612,"inland",21980,53.70444495,-1.410924746,4.99594357,"england",12677376.1071856
"North Killingholme",1061574.916,0,3727638.472,2332342.795,0,0,0,12106.11397,0,0,0,0,0,16966.00138,0,0,0,556561.9076,215094.6241,8264491.096,1149066.305,17335842.23105,423376,99336,1049345,10723747,18908291,"estuarine",274,53.64467078,-0.248251054,4.029503551,"england",18907899.23105
"Northampton",4540142.732,301466.9716,6032283.811,8860670.184,3889900.105,0,0,6430.028703,100.0651828,0,0,0,0,594785.3326,0,0,0,0,0,15158313.27,40208559.55,79592652.0500858,1678166,0,0,60830422,81270818,"inland",243520,52.23813577,-0.895175778,5.484550313,"england",81270818.0500858
"Norwich",6002707.133,596355.2595,6568168.971,8265852.248,0,0,0,939561.6789,25958.43352,0,0,0,0,74310.15131,0,0,0,0,0,8621570.418,39216192.23,70310676.52323,911754,3199,256296,56045930,71481925,"inland",200770,52.64201748,1.281552173,5.822072207,"england",71481925.52323
"Nottingham",5011471.654,148647.2934,1717961.469,7119936.751,0,200.1445736,749.5102995,2864.326245,4503.279738,63797.58218,0,200.1437407,0,166615.9487,0,0,0,0,0,16653803.51,40255145.06,71145896.6728768,855530,0,0,60018966,72001527,"inland",299790,52.96673997,-1.1792258,3.558729628,"england",72001426.6728768
"Nuneaton",1037988.03,11797.51499,4780411.92,4104460.889,55550.61332,0,0,12942.16395,500.3846799,0,0,0,0,155080.8657,0,0,0,0,0,5380057.517,14895664.01,30434453.9086399,260772,0,0,21285046,30695226,"inland",88815,52.52483888,-1.456039963,5.436251442,"england",30695225.9086399
"Old Trafford",97767.02743,0,254669.3003,22279.47549,1380911.931,0,0,0,0,0,50170.88453,0,0,77506.12967,0,0,0,0,0,9074605.436,4462766.031,15420676.21542,764739,0,0,11409604,16185415,"inland",21445,53.46547968,-2.312848133,4.583157188,"england",16185415.21542
"Oldbury (Sandwell)",391558.8454,4203.351186,97661.5643,1095782.91,4363.319297,0,0,0,700.5585447,0,0,0,0,17347.90855,0,0,0,0,0,5871673.831,6947214.407,14430506.6952777,157841,0,0,10571553,14585986,"inland",45180,52.49650901,-2.015880405,2.834041239,"england",14588347.6952777
"Oldham",2080980.272,99709.25899,77373.35842,3150472.462,96258.0202,516302.0095,100.0797505,5704.541243,40569.50549,1001271.098,0,18314.59257,0,1914.427629,0,0,0,0,0,6384954.038,11441833.21,24915756.8737925,59823,0,0,16386169,24975580,"inland",110720,53.54033983,-2.102126539,1.873410557,"england",24975579.8737925
"Ormskirk",478012.0896,0,4012154.426,1175430.579,176197.144,0,0,0,0,0,0,0,0,235.6710025,0,0,0,0,0,669360.36,6006094.48,12517484.7496025,30673,0,0,7260799,12548157,"inland",27715,53.56156698,-2.88352708,8.209458737,"england",12548157.7496025
"Oxford",2864261.956,75248.17775,3395318.35,4787830.54,6177970.623,0,0,2742.527553,0,0,0,0,0,310154.3957,0,0,0,0,0,7161537.639,24718821.13,49493885.339003,866358,0,0,34963600,50360444,"inland",170805,51.75634231,-1.258860713,6.770188332,"england",50360243.339003
"Paignton",2412002.676,32891.79136,1423896.484,2630926.526,0,171251.8715,0,62793.95877,47209.05731,16563.55158,0,56558.53448,0,300.1458429,103161.9354,25398.34144,80369.23971,455050.0533,84383.43603,2634445.366,14646005.37,24883208.3387229,59360,28783,822814,17739990,25781924,"coastal",67520,50.42608436,-3.573927862,5.152864625,"england",25794165.3387229
"Paisley",2312550.167,400.0896064,1399785.234,2866809.066,6901.654653,0,0,0,0,130912.904,0,0,470.4804877,2933.605589,0,0,0,4000.935945,402947.0724,8515671.191,13150077.22,28793459.6206811,365306,24861,82526,21588703,29266153,"inland",76990,55.84049203,-4.423415837,4.70922682,"scotland",29266152.6206811
"Penarth",803652.3995,35393.69615,99415.24294,1273355.304,0,59429.87801,0,13487.73663,113689.882,0,0,2401.517611,0,34654.95037,0,0,0,525262.7753,20788.36694,1777313.336,5218280.364,9977125.449451,882428,12602,282070,6823057,11155013,"coastal",28934,51.44268553,-3.184699856,8.657934422,"wales",11154225.449451
"Perth",3200454.597,22172.56353,3399891.933,2382817.455,0,0,0,700.4125896,0,0,0,0,0,4484.821014,0,14602.01544,2501.521488,363772.7414,283516.7137,5399769.71,8988465.351,24063149.8351616,170068,18914,187173,16107164,24439306,"inland",153810,56.40159766,-3.459738182,6.26567381,"scotland",24439304.8351616
"Peterborough",3883382.907,100506.5016,6551594.583,8546196.872,279350.3897,40568.68797,27765.33347,338621.779,100.0453606,0,0,229336.232,0,266534.0935,0,0,0,0,0,12224143.02,33547449.33,66035549.7746006,1691071,110,0,48600877,67726831,"inland",190605,52.57056152,-0.258785665,4.196900315,"england",67726730.7746006
